,DateTime,Latitude,Longitude
0,20080817035636,47.153967,-122.292822
1,20080817035638,47.15418,-122.29280800000001
2,20080817035640,47.154379,-122.29280700000001
3,20080817035642,47.154563,-122.292799
4,20080817035644,47.154738,-122.292795
5,20080817035646,47.154905,-122.292818
6,20080817035648,47.155074,-122.29286599999999
7,20080817035650,47.155241,-122.29288500000001
8,20080817035652,47.155394,-122.292872
9,20080817035654,47.155561,-122.292864
10,20080817035656,47.155732,-122.29284799999999
11,20080817035658,47.155893,-122.292831
12,20080817035700,47.156052,-122.292845
13,20080817035702,47.156219,-122.29283500000001
14,20080817035704,47.156388,-122.29283000000001
15,20080817035706,47.15655,-122.292827
16,20080817035708,47.156743,-122.29283500000001
17,20080817035710,47.156946999999995,-122.29283799999999
18,20080817035712,47.157162,-122.29283600000001
19,20080817035714,47.157375,-122.292819
20,20080817035716,47.157582,-122.292801
21,20080817035718,47.157771999999994,-122.292794
22,20080817035720,47.157899,-122.29280800000001
23,20080817035722,47.158,-122.292806
24,20080817035724,47.158079,-122.292806
25,20080817035726,47.158133,-122.292799
26,20080817035728,47.158167999999996,-122.292796
27,20080817035730,47.158227000000004,-122.29280200000001
28,20080817035732,47.158328999999995,-122.292794
29,20080817035734,47.158467,-122.29278000000001
30,20080817035736,47.158643,-122.292786
31,20080817035738,47.15886,-122.29278799999999
32,20080817035740,47.159068,-122.29281200000001
33,20080817035742,47.159285,-122.292828
34,20080817035744,47.159501,-122.292897
35,20080817035746,47.159717,-122.292999
36,20080817035748,47.1599,-122.293136
37,20080817035750,47.160078000000006,-122.29328400000001
38,20080817035752,47.160233000000005,-122.293438
39,20080817035754,47.160371999999995,-122.29358799999999
40,20080817035756,47.160501000000004,-122.29368899999999
41,20080817035758,47.160643,-122.29371100000002
42,20080817035800,47.160779,-122.29366499999999
43,20080817035802,47.160897,-122.29352800000001
44,20080817035804,47.161009,-122.29338600000001
45,20080817035806,47.161089000000004,-122.293277
46,20080817035808,47.161159999999995,-122.293199
47,20080817035810,47.161226,-122.29314699999999
48,20080817035812,47.161293,-122.29308600000002
49,20080817035814,47.16137,-122.293012
50,20080817035816,47.161456,-122.292943
51,20080817035818,47.16155,-122.292902
52,20080817035820,47.161663,-122.29288899999999
53,20080817035822,47.161787,-122.29288899999999
54,20080817035824,47.161905,-122.29289299999999
55,20080817035826,47.161970000000004,-122.292895
56,20080817035828,47.162008,-122.29288899999999
57,20080817035830,47.162065000000005,-122.292851
58,20080817035832,47.162112,-122.292736
59,20080817035834,47.162119,-122.292574
60,20080817035836,47.162124,-122.29235600000001
61,20080817035838,47.162126,-122.292143
62,20080817035840,47.162123,-122.291987
63,20080817035842,47.162116999999995,-122.291878
64,20080817035844,47.162109,-122.291789
65,20080817035846,47.162051,-122.29174499999999
66,20080817035848,47.161975,-122.29172700000001
67,20080817035850,47.161875,-122.29173700000001
68,20080817035852,47.161771,-122.29175
69,20080817035854,47.161665,-122.29173999999999
70,20080817035856,47.161582,-122.291747
71,20080817035858,47.161507,-122.291744
72,20080817035900,47.161408,-122.291752
73,20080817035902,47.161338,-122.291744
74,20080817035904,47.161288,-122.291753
75,20080817035906,47.161241,-122.291752
76,20080817035908,47.16117,-122.291756
77,20080817035910,47.161088,-122.29175
78,20080817035912,47.16101,-122.29176399999999
79,20080817035914,47.160951000000004,-122.29176100000001
80,20080817035916,47.160907,-122.291752
81,20080817035918,47.160841,-122.291756
82,20080817035920,47.160751,-122.29174599999999
83,20080817035922,47.160662,-122.291744
84,20080817035924,47.1606,-122.29174599999999
85,20080817035926,47.16055,-122.291749
86,20080817035928,47.160482,-122.291749
87,20080817035930,47.160384,-122.291757
88,20080817035932,47.160284000000004,-122.29176899999999
89,20080817035934,47.160199,-122.291767
90,20080817035936,47.160134,-122.291777
91,20080817035938,47.160081,-122.29181799999999
92,20080817035940,47.160031,-122.291851
93,20080817035942,47.159985,-122.29186899999999
94,20080817035944,47.159928,-122.291882
95,20080817035946,47.159849,-122.29188400000001
96,20080817035948,47.159786,-122.29187900000001
97,20080817035950,47.159728,-122.291877
98,20080817035952,47.159684999999996,-122.291899
99,20080817035954,47.159663,-122.291951
100,20080817035956,47.159644,-122.292004
101,20080817035958,47.159639,-122.29205800000001
102,20080817040000,47.159637,-122.29213700000001
103,20080817040002,47.159632,-122.292216
104,20080817040004,47.159622999999996,-122.29230600000001
105,20080817040006,47.159611,-122.29238899999999
106,20080817040008,47.15956,-122.292424
107,20080817040010,47.159469,-122.292422
108,20080817040012,47.159362,-122.292429
109,20080817040014,47.159244,-122.29243899999999
110,20080817040016,47.159123,-122.29243400000001
111,20080817040018,47.159007,-122.29245
112,20080817040020,47.158898,-122.29246499999999
113,20080817040022,47.158766,-122.292452
114,20080817040024,47.15869,-122.29238799999999
115,20080817040026,47.158649,-122.292302
116,20080817040028,47.158634,-122.29221399999999
117,20080817040030,47.158637,-122.29213
118,20080817040032,47.158662,-122.29205300000001
119,20080817040034,47.158693,-122.292001
120,20080817040036,47.158738,-122.29197099999999
121,20080817040038,47.158801000000004,-122.291941
122,20080817040040,47.158857,-122.29193500000001
123,20080817040042,47.15889,-122.291936
124,20080817040044,47.158893,-122.291932
125,20080817040046,47.158896,-122.291936
126,20080817040048,47.158907,-122.291932
127,20080817040050,47.158916999999995,-122.291899
128,20080817040052,47.158927,-122.291848
129,20080817040054,47.158932,-122.29178999999999
130,20080817040056,47.158938,-122.29172700000001
131,20080817040058,47.158945,-122.29168500000002
132,20080817040100,47.158939000000004,-122.29161200000001
133,20080817040102,47.158921,-122.291545
134,20080817040104,47.158871999999995,-122.291496
135,20080817040106,47.158825,-122.291486
136,20080817040108,47.15879,-122.29149199999999
137,20080817040110,47.158767,-122.291486
138,20080817040112,47.158737,-122.291494
139,20080817040114,47.158714,-122.2915
140,20080817040116,47.158677000000004,-122.291499
141,20080817040118,47.158625,-122.291503
142,20080817040120,47.158602,-122.291504
143,20080817040122,47.158565,-122.291529
144,20080817040124,47.158533,-122.291604
145,20080817040126,47.158528000000004,-122.291743
146,20080817040128,47.158522999999995,-122.291895
147,20080817040130,47.158519,-122.29206
148,20080817040132,47.158526,-122.29221100000001
149,20080817040134,47.158527,-122.2923
150,20080817040136,47.158524,-122.29235200000001
151,20080817040138,47.158521,-122.292373
152,20080817040140,47.158524,-122.29239799999999
153,20080817040142,47.158525,-122.292422
154,20080817040144,47.158525,-122.29244399999999
155,20080817040146,47.158537,-122.29248999999999
156,20080817040148,47.158557,-122.292566
157,20080817040150,47.158574,-122.29264099999999
158,20080817040152,47.158602,-122.29271200000001
159,20080817040154,47.158662,-122.29276599999999
160,20080817040156,47.158744,-122.292822
161,20080817040158,47.158857,-122.292851
162,20080817040200,47.159007,-122.292864
163,20080817040202,47.159188,-122.292892
164,20080817040204,47.159358000000005,-122.29293
165,20080817040206,47.159538,-122.29299099999999
166,20080817040208,47.159724,-122.29307800000001
167,20080817040210,47.159913,-122.293217
168,20080817040212,47.160084999999995,-122.293369
169,20080817040214,47.160247999999996,-122.29353799999998
170,20080817040216,47.160405,-122.29373600000001
171,20080817040218,47.160546000000004,-122.29396399999999
172,20080817040220,47.16067,-122.294206
173,20080817040222,47.160773,-122.29446499999999
174,20080817040224,47.160863,-122.294716
175,20080817040226,47.160937,-122.294972
176,20080817040228,47.161008,-122.295245
177,20080817040230,47.161096,-122.29548500000001
178,20080817040232,47.16124,-122.295657
179,20080817040234,47.161406,-122.29573
180,20080817040236,47.161608,-122.295702
181,20080817040238,47.16182,-122.295634
182,20080817040240,47.162084,-122.29557700000001
183,20080817040242,47.162365,-122.295551
184,20080817040244,47.162649,-122.295548
185,20080817040246,47.162921999999995,-122.29559099999999
186,20080817040248,47.163191,-122.295654
187,20080817040250,47.163505,-122.29575
188,20080817040252,47.163829,-122.29586
189,20080817040254,47.164158,-122.29596799999999
190,20080817040256,47.164495,-122.29607
191,20080817040258,47.164845,-122.296153
192,20080817040300,47.165192,-122.29623000000001
193,20080817040302,47.165552000000005,-122.296295
194,20080817040304,47.165929,-122.296329
195,20080817040306,47.166334,-122.29636599999999
196,20080817040308,47.166748999999996,-122.296393
197,20080817040310,47.167187,-122.296419
198,20080817040312,47.167640999999996,-122.29647
199,20080817040314,47.168094,-122.296499
200,20080817040316,47.168547,-122.2965
201,20080817040318,47.168989,-122.296502
202,20080817040320,47.169404,-122.296512
203,20080817040322,47.169817,-122.29652800000001
204,20080817040324,47.170221000000005,-122.296547
205,20080817040326,47.170628,-122.296558
206,20080817040328,47.171032000000004,-122.29656399999999
207,20080817040330,47.171444,-122.296571
208,20080817040332,47.171875,-122.29657900000001
209,20080817040334,47.172323,-122.29658700000002
210,20080817040336,47.172795,-122.29658899999998
211,20080817040338,47.173283000000005,-122.29659099999999
212,20080817040340,47.173781,-122.296594
213,20080817040342,47.174281,-122.296608
214,20080817040344,47.174797,-122.29663300000001
215,20080817040346,47.175308,-122.29663500000001
216,20080817040348,47.175794,-122.296646
217,20080817040350,47.176258000000004,-122.296645
218,20080817040352,47.17671,-122.29661999999999
219,20080817040354,47.177133000000005,-122.296549
220,20080817040356,47.177521,-122.296416
221,20080817040358,47.177869,-122.296205
222,20080817040400,47.178228999999995,-122.295929
223,20080817040402,47.178592,-122.295596
224,20080817040404,47.178945,-122.295169
225,20080817040406,47.179277,-122.29467199999999
226,20080817040408,47.179583,-122.29411
227,20080817040410,47.179818,-122.293527
228,20080817040412,47.180006,-122.292915
229,20080817040414,47.180141,-122.29223300000001
230,20080817040416,47.180240000000005,-122.291541
231,20080817040418,47.180299,-122.290834
232,20080817040420,47.180343,-122.290139
233,20080817040422,47.180384000000004,-122.289427
234,20080817040424,47.180427,-122.28872
235,20080817040426,47.180471999999995,-122.28801200000001
236,20080817040428,47.180576,-122.287332
237,20080817040430,47.180725,-122.286652
238,20080817040432,47.180935999999996,-122.28600700000001
239,20080817040434,47.18119,-122.285408
240,20080817040436,47.181490999999994,-122.28484399999999
241,20080817040438,47.181832,-122.284346
242,20080817040440,47.182202000000004,-122.283896
243,20080817040442,47.182613,-122.283534
244,20080817040444,47.183026,-122.283252
245,20080817040446,47.183434999999996,-122.283051
246,20080817040448,47.183865999999995,-122.282917
247,20080817040450,47.184308,-122.282855
248,20080817040452,47.184764,-122.28281100000001
249,20080817040454,47.185231,-122.28278999999999
250,20080817040456,47.185687,-122.28276000000001
251,20080817040458,47.186116,-122.28273100000001
252,20080817040500,47.186535,-122.28272199999999
253,20080817040502,47.186953,-122.28270800000001
254,20080817040504,47.187385,-122.282696
255,20080817040506,47.187835,-122.282671
256,20080817040508,47.188285,-122.28266200000002
257,20080817040510,47.188743,-122.282646
258,20080817040512,47.18919,-122.282624
259,20080817040514,47.189625,-122.282583
260,20080817040516,47.190071,-122.28256499999999
261,20080817040518,47.190511,-122.282532
262,20080817040520,47.190965000000006,-122.282519
263,20080817040522,47.191433,-122.28249299999999
264,20080817040524,47.191897999999995,-122.282472
265,20080817040526,47.192368,-122.28244
266,20080817040528,47.192823,-122.282398
267,20080817040530,47.193281,-122.28236499999998
268,20080817040532,47.193731,-122.28233700000001
269,20080817040534,47.194184,-122.28230900000001
270,20080817040536,47.194633,-122.28228
271,20080817040538,47.195077000000005,-122.28226299999999
272,20080817040540,47.195514,-122.282228
273,20080817040542,47.195910999999995,-122.282195
274,20080817040544,47.196294,-122.282106
275,20080817040546,47.196677,-122.281985
276,20080817040548,47.197041,-122.28184399999999
277,20080817040550,47.197389,-122.28168500000001
278,20080817040552,47.197725,-122.28151000000001
279,20080817040554,47.198033,-122.28130800000001
280,20080817040556,47.198337,-122.28108799999998
281,20080817040558,47.198639,-122.28086499999999
282,20080817040600,47.198955,-122.28063200000001
283,20080817040602,47.199244,-122.280423
284,20080817040604,47.199539,-122.28019499999999
285,20080817040606,47.199853000000004,-122.279953
286,20080817040608,47.200165999999996,-122.279698
287,20080817040610,47.200454,-122.27942
288,20080817040612,47.200727,-122.279117
289,20080817040614,47.200967,-122.27877
290,20080817040616,47.201201,-122.27835900000001
291,20080817040618,47.201392999999996,-122.277906
292,20080817040620,47.201541,-122.27743000000001
293,20080817040622,47.201657,-122.27693799999999
294,20080817040624,47.201723,-122.276402
295,20080817040626,47.201744,-122.27584399999999
296,20080817040628,47.201728,-122.27526599999999
297,20080817040630,47.201679,-122.274676
298,20080817040632,47.201613,-122.274065
299,20080817040634,47.201537,-122.273423
300,20080817040636,47.201446999999995,-122.272747
301,20080817040638,47.201353999999995,-122.272051
302,20080817040640,47.201256,-122.27134299999999
303,20080817040642,47.201145000000004,-122.270602
304,20080817040644,47.201046000000005,-122.269852
305,20080817040646,47.200959999999995,-122.269107
306,20080817040648,47.20087,-122.268354
307,20080817040650,47.200772,-122.26761200000001
308,20080817040652,47.200671,-122.266901
309,20080817040654,47.200586,-122.266218
310,20080817040656,47.200528999999996,-122.26554499999999
311,20080817040658,47.200503999999995,-122.264886
312,20080817040700,47.200509000000004,-122.264232
313,20080817040702,47.200556,-122.263595
314,20080817040704,47.200626,-122.26297
315,20080817040706,47.200738,-122.262363
316,20080817040708,47.200883000000005,-122.26173200000001
317,20080817040710,47.201045,-122.261127
318,20080817040712,47.201209000000006,-122.260524
319,20080817040714,47.201383,-122.259902
320,20080817040716,47.201551,-122.259294
321,20080817040718,47.201727000000005,-122.25868600000001
322,20080817040720,47.201895,-122.25808700000002
323,20080817040722,47.202067,-122.257473
324,20080817040724,47.202231,-122.25686499999999
325,20080817040726,47.202402,-122.25626000000001
326,20080817040728,47.20257,-122.255665
327,20080817040730,47.202740000000006,-122.25506899999999
328,20080817040732,47.202906,-122.254465
329,20080817040734,47.203081,-122.253863
330,20080817040736,47.203266,-122.25326799999999
