,DateTime,Latitude,Longitude
0,20080919122514,39.864193,116.375796
1,20080919122515,39.864286,116.37588999999998
2,20080919122516,39.864385999999996,116.37597099999999
3,20080919122517,39.864469,116.376075
4,20080919122519,39.864628,116.37628600000001
5,20080919122520,39.864711,116.376411
6,20080919122521,39.864798,116.376539
7,20080919122522,39.864878999999995,116.37668799999999
8,20080919122523,39.864958,116.376828
9,20080919122524,39.865021,116.376979
10,20080919122525,39.865088,116.37713799999999
11,20080919122526,39.86515,116.3773
12,20080919122527,39.865206,116.377459
13,20080919122529,39.865306,116.377801
14,20080919122530,39.865349,116.377976
15,20080919122531,39.865384999999996,116.378153
16,20080919122532,39.865413000000004,116.378328
17,20080919122533,39.865446,116.37851
18,20080919122534,39.865478,116.378694
19,20080919122535,39.865501,116.378876
20,20080919122536,39.865522999999996,116.379051
21,20080919122537,39.865556,116.379223
22,20080919122539,39.865623,116.379589
23,20080919122540,39.865660999999996,116.37977099999999
24,20080919122541,39.865693,116.37995500000001
25,20080919122542,39.865724,116.38013600000001
26,20080919122543,39.865756,116.380323
27,20080919122544,39.865783,116.38050600000001
28,20080919122545,39.865806,116.380701
29,20080919122546,39.865828,116.3809
30,20080919122547,39.865856,116.381111
31,20080919122549,39.865918,116.381555
32,20080919122550,39.865947999999996,116.38177900000001
33,20080919122551,39.865976,116.382015
34,20080919122552,39.866008,116.382255
35,20080919122553,39.866040999999996,116.38249499999999
36,20080919122554,39.866071000000005,116.38273600000001
37,20080919122555,39.866109,116.38298300000001
38,20080919122556,39.866144,116.38323600000001
39,20080919122557,39.866181,116.38348799999999
40,20080919122559,39.866248,116.38398600000001
41,20080919122600,39.866283,116.38423600000002
42,20080919122601,39.866314,116.38448400000001
43,20080919122602,39.866351,116.384735
44,20080919122603,39.866381,116.38498100000001
45,20080919122604,39.866411,116.385224
46,20080919122605,39.866444,116.38548
47,20080919122606,39.866493,116.385723
48,20080919122607,39.866526,116.385966
49,20080919122609,39.866595000000004,116.38646299999999
50,20080919122610,39.866621,116.38671000000001
51,20080919122611,39.866659000000006,116.386968
52,20080919122612,39.866690999999996,116.387231
53,20080919122613,39.866725,116.387504
54,20080919122614,39.866759,116.387776
55,20080919122615,39.866799,116.38805
56,20080919122616,39.866851000000004,116.388328
57,20080919122617,39.866903,116.38861100000001
58,20080919122619,39.867016,116.38917099999999
59,20080919122620,39.867063,116.389468
60,20080919122621,39.867119,116.389789
61,20080919122622,39.867176,116.3901
62,20080919122623,39.867222999999996,116.39041599999999
63,20080919122624,39.867278000000006,116.39074099999999
64,20080919122625,39.867333,116.391066
65,20080919122626,39.867395,116.391393
66,20080919122627,39.867447999999996,116.39173100000001
67,20080919122629,39.867551,116.39241899999999
68,20080919122630,39.867611,116.392756
69,20080919122631,39.867671,116.393111
70,20080919122632,39.867729,116.393478
71,20080919122633,39.867785999999995,116.393846
72,20080919122634,39.867841,116.39421399999999
73,20080919122635,39.867898,116.39459099999999
74,20080919122636,39.867953,116.394976
75,20080919122637,39.868016,116.39536100000001
76,20080919122639,39.868148,116.39615400000001
77,20080919122640,39.868213,116.396561
78,20080919122641,39.868276,116.396974
79,20080919122642,39.868333,116.39738899999999
80,20080919122643,39.868393,116.39780400000001
81,20080919122644,39.868456,116.398226
82,20080919122645,39.868528000000005,116.398648
83,20080919122646,39.868598999999996,116.39908600000001
84,20080919122647,39.868663,116.399525
85,20080919122649,39.868804,116.400419
86,20080919122650,39.868881,116.40088100000001
87,20080919122651,39.868951,116.40135
88,20080919122652,39.869023,116.401816
89,20080919122653,39.869098,116.40229
90,20080919122654,39.869172999999996,116.40276399999999
91,20080919122655,39.869248999999996,116.403244
92,20080919122656,39.869326,116.403733
93,20080919122657,39.869401,116.40421599999999
94,20080919122659,39.869538,116.405203
95,20080919122700,39.869608,116.40569099999999
96,20080919122701,39.869663,116.406186
97,20080919122702,39.869719,116.40668500000001
98,20080919122703,39.869766,116.40718100000001
99,20080919122704,39.869813,116.407683
100,20080919122705,39.869865000000004,116.408176
101,20080919122706,39.86991,116.408673
102,20080919122707,39.869956,116.40916899999999
103,20080919122709,39.870051000000004,116.410175
104,20080919122710,39.870098,116.410671
105,20080919122711,39.870143,116.411171
106,20080919122712,39.870193,116.411674
107,20080919122713,39.870238,116.412171
108,20080919122714,39.870283,116.412655
109,20080919122715,39.870329999999996,116.413141
110,20080919122716,39.870373,116.413624
111,20080919122717,39.870425,116.41411599999999
112,20080919122719,39.870526,116.415103
113,20080919122720,39.87057,116.41559299999999
114,20080919122721,39.870609,116.416078
115,20080919122722,39.870639000000004,116.416564
116,20080919122723,39.870669,116.41705
117,20080919122724,39.870686,116.417533
118,20080919122725,39.870701000000004,116.418015
119,20080919122726,39.870715999999994,116.41851100000001
120,20080919122727,39.870718,116.419001
121,20080919122729,39.870701000000004,116.419983
122,20080919122730,39.870681,116.42048
123,20080919122731,39.870645,116.420971
124,20080919122732,39.870619,116.42147
125,20080919122733,39.870593,116.421973
126,20080919122734,39.870558,116.422473
127,20080919122735,39.870529,116.422979
128,20080919122736,39.870504,116.42349899999999
129,20080919122737,39.870474,116.424021
130,20080919122739,39.870422999999995,116.42506399999999
131,20080919122740,39.870399,116.42558500000001
132,20080919122741,39.870376,116.42611299999999
133,20080919122742,39.870345,116.42663999999999
134,20080919122743,39.870306,116.42716399999999
135,20080919122744,39.870266,116.42769799999999
136,20080919122745,39.870231,116.428226
137,20080919122746,39.870191,116.428766
138,20080919122747,39.870153,116.42931000000002
139,20080919122749,39.870081,116.430411
140,20080919122750,39.870038,116.43096899999999
141,20080919122751,39.869989000000004,116.431531
142,20080919122752,39.869938,116.43208999999999
143,20080919122753,39.869878,116.432648
144,20080919122754,39.869816,116.433209
145,20080919122755,39.869744,116.433771
146,20080919122756,39.869654,116.434335
147,20080919122757,39.869554,116.434896
148,20080919122759,39.869325,116.436025
149,20080919122800,39.869203999999996,116.43658799999999
150,20080919122801,39.869081,116.437156
151,20080919122802,39.868941,116.437721
152,20080919122803,39.868793,116.43828899999998
153,20080919122804,39.868633,116.438854
154,20080919122805,39.868463,116.439421
155,20080919122806,39.868283,116.439981
156,20080919122807,39.868091,116.440541
157,20080919122809,39.867681,116.441649
158,20080919122810,39.867461,116.442199
159,20080919122811,39.867234,116.44274399999999
160,20080919122812,39.866996,116.44328600000001
161,20080919122813,39.866743,116.443826
162,20080919122814,39.866485,116.44436100000001
163,20080919122815,39.866215000000004,116.444893
164,20080919122816,39.865933,116.44541299999999
165,20080919122817,39.865645,116.44593300000001
166,20080919122819,39.865035999999996,116.44695300000001
167,20080919122820,39.864717999999996,116.447455
168,20080919122821,39.86439,116.44795
169,20080919122822,39.864056,116.448438
170,20080919122823,39.863725,116.448916
171,20080919122824,39.863386,116.449396
172,20080919122825,39.863046000000004,116.449876
173,20080919122826,39.862705,116.450346
174,20080919122827,39.862365999999994,116.450828
175,20080919122829,39.861691,116.45179399999999
176,20080919122830,39.861356,116.452278
177,20080919122831,39.861013,116.45276299999999
178,20080919122832,39.860673,116.453244
179,20080919122833,39.860335,116.45372900000001
180,20080919122834,39.859996,116.454218
181,20080919122835,39.859651,116.454706
182,20080919122836,39.859303000000004,116.455196
183,20080919122837,39.858954,116.45569099999999
184,20080919122839,39.858249,116.456695
185,20080919122840,39.857890000000005,116.457194
186,20080919122841,39.85753,116.457696
187,20080919122842,39.857171,116.458203
188,20080919122843,39.856818,116.45871499999998
189,20080919122844,39.856463,116.45922900000001
190,20080919122845,39.856099,116.459748
191,20080919122846,39.855734999999996,116.46026299999998
192,20080919122847,39.855373,116.460778
193,20080919122849,39.854642999999996,116.461821
194,20080919122850,39.854278,116.46234399999999
195,20080919122851,39.853904,116.46287099999999
196,20080919122852,39.853536,116.463403
197,20080919122853,39.853159000000005,116.46393300000001
198,20080919122854,39.852785,116.464463
199,20080919122855,39.852411,116.465
200,20080919122856,39.852026,116.465535
201,20080919122857,39.851643,116.46606899999999
202,20080919122859,39.850871000000005,116.46715800000001
203,20080919122900,39.850484,116.467703
204,20080919122901,39.850101,116.468246
205,20080919122902,39.849716,116.46878600000001
206,20080919122903,39.849328,116.46933500000002
207,20080919122904,39.848944,116.46988600000002
208,20080919122905,39.848558000000004,116.470444
209,20080919122906,39.848174,116.471001
210,20080919122907,39.84778,116.47156299999999
211,20080919122909,39.846998,116.472676
212,20080919122910,39.846603,116.47324099999999
213,20080919122911,39.846206,116.473805
214,20080919122912,39.845813,116.47437
215,20080919122913,39.845414,116.474934
216,20080919122914,39.845015999999994,116.475503
217,20080919122915,39.844613,116.476075
218,20080919122916,39.844208,116.476644
219,20080919122917,39.843806,116.47721999999999
220,20080919122919,39.842998,116.47838
221,20080919122920,39.842597999999995,116.47895600000001
222,20080919122921,39.842194,116.47953899999999
223,20080919122922,39.841788,116.48012800000001
224,20080919122923,39.841384999999995,116.480723
225,20080919122924,39.840988,116.481321
226,20080919122925,39.840596000000005,116.48192399999999
227,20080919124742,39.239058,117.147824
228,20080919124743,39.238528,117.148211
229,20080919124744,39.237998,117.14859799999999
230,20080919124745,39.237469,117.14898500000001
231,20080919124746,39.236946,117.149369
232,20080919124747,39.236428000000004,117.149753
233,20080919124749,39.235399,117.15049599999999
234,20080919124750,39.234885999999996,117.15086799999999
235,20080919124751,39.234383,117.15123999999999
236,20080919124752,39.233884,117.15160800000001
237,20080919124753,39.233383,117.15196999999999
238,20080919124754,39.232890000000005,117.15233500000001
239,20080919124755,39.232393,117.15270500000001
240,20080919124756,39.231905,117.153076
241,20080919124757,39.23142,117.15343100000001
242,20080919124759,39.230463,117.154133
243,20080919124800,39.229983000000004,117.154486
244,20080919124801,39.229510999999995,117.15483400000001
245,20080919124802,39.229044,117.155173
246,20080919124803,39.228574,117.15551599999999
247,20080919124804,39.228108,117.155854
248,20080919124805,39.227643,117.15619299999999
249,20080919124806,39.227181,117.156531
250,20080919124807,39.226723,117.15686399999998
251,20080919124809,39.225815000000004,117.157523
252,20080919124810,39.225364,117.15785100000001
253,20080919124811,39.224918,117.158184
254,20080919124812,39.224471,117.15851299999999
255,20080919124813,39.224031,117.15883799999999
256,20080919124814,39.22359,117.159158
257,20080919124815,39.223151,117.15947800000001
258,20080919124816,39.222718,117.159791
259,20080919124817,39.222286,117.160106
260,20080919124819,39.221426,117.160723
261,20080919124820,39.221005,117.161028
262,20080919124821,39.220581,117.16133400000001
