,DateTime,Latitude,Longitude
0,20071025010729,39.96975,116.345633333333
1,20071025010741,39.9700833333333,116.3456
2,20071025010751,39.96995,116.3453
3,20071025010757,39.970133333333294,116.345216666667
4,20071025010815,39.97016666666671,116.34475
5,20071025010840,39.970966666666705,116.3447
6,20071025010847,39.971233333333295,116.344633333333
7,20071025010855,39.9715333333333,116.34465
8,20071025010904,39.97175,116.3445
9,20071025010919,39.9718,116.3441
10,20071025010949,39.971883333333295,116.343033333333
11,20071025011003,39.9719166666667,116.3425
12,20071025011026,39.972516666666706,116.342283333333
13,20071025011050,39.97315,116.3422
14,20071025011059,39.97285,116.34235
15,20071025011112,39.972916666666706,116.34211666666701
16,20071025011132,39.9734166666667,116.342316666667
17,20071025011141,39.9738,116.342266666667
18,20071025011150,39.97405,116.3422
19,20071025011204,39.974233333333295,116.34211666666701
20,20071025011219,39.97405,116.34198333333299
21,20071025011229,39.9741166666667,116.341683333333
22,20071025011238,39.9742,116.341366666667
23,20071025011249,39.97435,116.340933333333
24,20071025011254,39.974483333333296,116.34068333333299
25,20071025011303,39.974616666666705,116.34028333333299
26,20071025011315,39.97475,116.339766666667
27,20071025011327,39.9748,116.339233333333
28,20071025011332,39.974866666666706,116.339
29,20071025011342,39.9749333333333,116.338633333333
30,20071025011353,39.9749666666667,116.33821666666701
31,20071025011411,39.9749666666667,116.337533333333
32,20071025011437,39.975,116.336366666667
33,20071025011540,39.9751,116.33315
34,20071025011641,39.9751833333333,116.330866666667
35,20071025011653,39.97535,116.330533333333
36,20071025011706,39.9756333333333,116.330333333333
37,20071025011729,39.9761666666667,116.3303
