,DateTime,Latitude,Longitude
0,20090823021811,39.986647999999995,116.44726599999998
1,20090823021813,39.986734999999996,116.44786299999998
2,20090823021852,39.987069,116.44828700000001
3,20090823021853,39.986946,116.448282
4,20090823021854,39.986875,116.448342
5,20090823021904,39.986374,116.44826699999999
6,20090823021905,39.986340000000006,116.44826699999999
7,20090823021906,39.986274,116.44821599999999
8,20090823021907,39.986196,116.44812900000001
9,20090823021909,39.986148,116.448131
10,20090823021912,39.986618,116.44841100000001
11,20090823021917,39.98659,116.44847800000001
12,20090823021919,39.986683,116.44856100000001
13,20090823021924,39.986684999999994,116.44861999999999
14,20090823021929,39.986613,116.44866200000001
15,20090823021934,39.986574,116.44872
16,20090823021939,39.986532000000004,116.44875800000001
17,20090823021944,39.986491,116.44881200000002
18,20090823021949,39.986444,116.448857
19,20090823021954,39.986424,116.44894
20,20090823021959,39.986425,116.44899099999999
21,20090823022004,39.986406,116.449051
22,20090823022009,39.986364,116.44911299999998
23,20090823022014,39.986308,116.449173
24,20090823022019,39.986243,116.449205
25,20090823022024,39.986203,116.44926699999999
26,20090823022029,39.986158,116.449293
27,20090823022034,39.986135,116.449377
28,20090823022039,39.9861,116.449459
29,20090823022044,39.986063,116.449525
30,20090823022049,39.986015,116.44958600000001
31,20090823022054,39.98597,116.449642
32,20090823022059,39.98592,116.44969099999999
33,20090823022104,39.985852,116.449693
34,20090823022109,39.985803999999995,116.449775
35,20090823022114,39.985745,116.449854
36,20090823022119,39.985708,116.44993899999999
37,20090823022124,39.985671999999994,116.449999
38,20090823022129,39.985642999999996,116.45006699999999
39,20090823022134,39.985596,116.450125
40,20090823022139,39.985535999999996,116.450157
41,20090823022144,39.985502000000004,116.450222
42,20090823022147,39.985502000000004,116.450222
43,20090823022149,39.985501,116.450224
44,20090823022154,39.985495,116.45021000000001
45,20090823022159,39.98551,116.45016100000001
46,20090823022204,39.985539,116.45015900000001
